,title,studio,domestic_gross,foreign_gross,year,genre_ids,id,popularity,release_date,vote_average,vote_count
24274,Status Update,,,,,"[35, 14, 878]",416494,8.641,2018-02-09,6.7,115
24275,Before I Wake,,,,,"[18, 14, 27, 53]",301804,8.631,2018-01-05,6.4,941
24276,Then Came You,,,,,"[18, 12, 35]",375785,8.604,2019-02-01,7.3,63
24277,The Marine 6: Close Quarters,,,,,"[28, 18]",548928,8.597,2018-11-13,6.0,17
24278,The Outsider,,,,,"[80, 18, 9648]",199928,8.582,2018-03-09,6.1,243
24279,London Fields,,,,,"[80, 9648, 53, 18]",220882,8.557,2018-10-26,5.3,59
24280,Into the Dark: The Body,,,,,"[27, 53]",550148,8.519,2018-09-21,5.7,19
24281,Ravenous,,,,,"[27, 18]",415010,8.48,2017-09-23,5.4,123
24282,Mary and the Witch's Flower,GK,2400000.0,,2018.0,"[14, 12, 16]",430447,8.478,2018-01-17,7.1,336
24283,Just Getting Started,BG,6100000.0,1600000,2017.0,"[28, 35]",398177,8.459,2017-12-08,4.9,94
24284,Zoe,,,,,"[878, 10749, 53]",458005,8.447,2018-04-21,6.0,165
24285,Period. End of Sentence.,,,,,[99],524288,8.438,2018-04-05,8.1,111
24286,Social Animals,,,,,"[35, 10749]",506407,8.403,2018-06-01,6.3,33
24287,The Guernsey Literary & Potato Peel Pie Society,,,,,"[10749, 18, 36]",451480,8.402,2018-08-10,7.7,594
24288,Warfighter,,,,,"[28, 18, 10749]",486606,8.388,2018-06-06,4.3,3
24289,The Leisure Seeker,SPC,3200000.0,,2017.0,"[18, 10749]",449749,8.373,2018-03-09,7.3,236
24290,The Dawn Wall,Orch.,112000.0,,2018.0,"[99, 12]",489471,8.368,2018-03-11,8.3,68
24291,Beast,RAtt.,800000.0,,2018.0,"[18, 53, 9648, 80]",470918,8.368,2018-05-11,6.9,87
24292,Abducted in Plain Sight,,,,,[99],470401,8.366,2017-05-26,6.3,122
24293,Rust Creek,,,,,"[53, 18]",561362,8.361,2019-01-04,6.4,43
24294,The Pagan King,,,,,"[36, 12, 28]",432165,8.347,2018-09-14,6.3,16
24295,Godzilla: The Planet Eater,,,,,"[878, 28, 12, 14, 16]",536115,8.332,2018-11-03,5.4,54
24296,On Chesil Beach,,,,,[18],391714,8.32,2018-05-18,6.2,94
24297,All Creatures Here Below,,,,,[18],415085,8.316,2019-05-17,5.0,5
24298,Maya the Bee: The Honey Games,,,,,"[35, 10751, 16, 12]",499088,8.287,2018-04-27,7.0,18
24299,Cries and Whispers,,,,,[18],10238,8.239,1972-12-21,8.0,233
24300,The Silence,MBox,100000.0,132000,2013.0,"[18, 10749]",11506,8.227,1964-02-03,7.6,148
24301,The After Party,,,,,"[35, 10402]",538604,8.226,2018-08-24,6.4,99
24302,Paterno,,,,,"[18, 10770]",467867,8.226,2018-04-07,6.3,64
24303,Witness Unprotected,,,,,"[80, 53]",513180,8.223,2018-02-13,4.2,5
24304,Happy Anniversary,,,,,"[10749, 35]",451563,8.216,2018-03-30,5.9,134
24305,2.0,,,,,"[28, 878]",373449,8.211,2018-11-29,6.3,37
24306,Beast of Burden,,,,,"[28, 80, 18, 53]",454650,8.203,2018-02-23,4.1,33
24307,Perdida,,,,,"[18, 9648, 80]",513223,8.201,2018-08-09,6.3,89
24308,Sauvage,,,,,[18],518496,8.182,2019-04-10,6.8,42
24309,Mute,,,,,"[9648, 878, 53]",401371,8.18,2018-02-23,5.6,517
24310,The Dark,,,,,"[27, 18, 14]",463322,8.173,2018-04-21,6.4,49
24311,The World Is Yours,,,,,"[35, 80]",504603,8.169,2018-09-22,7.0,184
24312,Bleach,,,,,"[28, 14, 12]",420426,8.16,2018-09-14,6.6,239
24313,Woody Woodpecker,,,,,"[16, 35, 10751]",462883,8.143,2018-02-06,5.9,148
24314,Summer '03,,,,,[35],501630,8.141,2018-09-28,5.9,40
24315,Through a Glass Darkly,,,,,[18],11602,8.131,2018-11-20,7.9,177
24316,Godless Youth,,,,,"[878, 53, 18, 80]",418098,8.114,2018-02-11,6.2,55
24317,The Row,,,,,"[53, 27]",529649,8.113,2018-07-27,4.5,16
24318,Avengers Grimm: Time Wars,,,,,"[28, 12, 14]",521720,8.062,2018-05-01,3.7,20
24319,Bent,,,,,"[53, 80]",505579,8.057,2018-03-09,5.4,48
24320,Monster Party,,,,,[27],458969,8.028,2018-11-02,5.5,38
24321,Kodachrome,,,,,"[18, 35]",419635,8.025,2018-04-20,6.7,129
24322,Behind the Curve,,,,,[99],520777,8.005,2018-11-15,6.1,84
24323,Private Life,,,,,"[18, 35]",458342,7.992,2018-10-05,6.9,92
24324,The Rake,,,,,"[18, 27, 53]",434392,7.963,2018-06-05,4.8,10
24325,The Most Assassinated Woman in the World,,,,,"[9648, 53]",478100,7.956,2018-09-07,5.4,27
24326,Dino King 3D: Journey to Fire Mountain,,,,,"[16, 12]",561974,7.941,2018-12-31,10.0,3
24327,Daphne & Velma,,,,,"[35, 27, 28, 80]",489939,7.935,2018-04-29,4.8,51
24328,Ali Wong: Hard Knock Wife,,,,,[35],518045,7.931,2018-05-13,6.9,37
24329,Pachamama,,,,,"[12, 16, 10751, 14]",529790,7.931,2018-10-20,5.8,7
24330,The Virgin Spring,,,,,"[80, 18]",11656,7.926,1960-02-08,8.0,219
24331,The Apparition,WB,4900000.0,4700000,2012.0,[18],482712,7.913,2018-09-07,6.4,63
24332,The Breaker Upperers,,,,,[35],502143,7.906,2018-03-10,5.1,103
24333,Bel Canto,,,,,"[18, 10402, 10749, 53]",519255,7.905,2018-09-14,4.8,30
24334,Ellen DeGeneres: Relatable,,,,,[35],535358,7.904,2018-12-18,6.9,82
24335,Show Dogs,Global Road,17900000.0,21300000,2018.0,"[12, 80, 10751, 35]",425148,7.904,2018-05-18,5.9,92
24336,An Evening with Beverly Luff Linn,,,,,[35],446695,7.903,2018-10-19,6.0,29
24337,Monsters and Men,,,,,[18],489934,7.903,2018-09-28,5.6,15
24338,Step Sisters,,,,,[35],431072,7.897,2018-01-19,6.4,285
24339,Beyond The Sky,,,,,"[878, 27, 9648, 53]",478528,7.892,2018-09-21,5.1,31
24340,Primal Rage,,,,,[27],436373,7.889,2018-02-27,5.3,50
24341,Marshall,,,,,[18],392982,7.879,2017-10-13,7.3,257
24342,The Oath,,,,,"[35, 53]",520596,7.867,2018-10-12,5.8,31
24343,Never Goin' Back,,,,,[35],490005,7.863,2018-08-03,6.4,33
24344,Dead in a Week (Or Your Money Back),,,,,"[28, 35, 18]",468219,7.855,2018-11-30,6.2,99
24345,Sui Dhaaga - Made in India,,,,,"[18, 10751, 35]",496327,7.836,2018-09-28,6.9,26
24346,Mazinger Z: Infinity,,,,,"[28, 878, 16]",452970,7.836,2018-02-11,5.8,90
24347,Please Stand By,,,,,"[35, 18]",338768,7.832,2018-01-26,6.8,174
24348,Anna and the Apocalypse,,,,,"[27, 35, 14]",461928,7.825,2018-11-30,6.3,54
24349,The Passion of Anna,,,,,[18],42602,7.824,2018-11-20,7.5,60
24350,Lust Stories,,,,,"[18, 10749]",530154,7.811,2018-06-15,6.6,46
24351,Ricky Gervais: Humanity,,,,,[35],508933,7.81,2018-03-13,8.0,126
24352,Andre the Giant,,,,,[99],446663,7.809,2018-04-10,7.1,54
24353,Minding the Gap,,,,,[99],489985,7.803,2018-01-21,7.9,51
24354,Honey: Rise Up and Dance,,,,,"[18, 10402]",515114,7.796,2018-04-03,6.4,33
24355,The Midnight Man,,,,,[27],492621,7.794,2018-01-19,5.1,170
24356,Corbin Nash,,,,,"[28, 27, 53]",432579,7.79,2018-04-20,5.3,33
24357,Between Worlds,,,,,"[28, 9648, 53]",500921,7.775,2018-12-21,3.7,34
24358,Support the Girls,,,,,"[18, 35]",456086,7.774,2018-08-24,6.1,53
24359,Adam Sandler: 100% Fresh,,,,,"[35, 10770, 10402]",517596,7.767,2018-10-23,7.3,45
24360,K.G.F: Chapter 1,,,,,"[28, 18]",564147,7.759,2018-12-20,7.1,25
24361,The Yellow Birds,,,,,"[10752, 18]",383585,7.757,2018-06-15,6.2,50
24362,Await Further Instructions,,,,,"[9648, 27, 878]",505063,7.732,2018-10-05,5.4,68
24363,Asako I & II,,,,,[18],487850,7.729,2018-10-06,7.1,30
24364,The Cold Blue,,,,,"[99, 10752, 10770, 36]",523818,7.724,2018-05-23,8.0,2
24365,Tyrel,,,,,"[18, 35]",454312,7.714,2018-12-05,6.3,8
24366,22 Chaser,,,,,"[80, 18]",531647,7.707,2018-10-19,6.8,6
24367,Duck Butter,,,,,"[18, 10749, 35]",499319,7.699,2018-04-27,5.6,75
24368,"To Each, Her Own",,,,,"[35, 10749]",531736,7.689,2018-06-24,5.0,106
24369,The Man Who Invented Christmas,BST,5700000.0,,2017.0,"[18, 36, 35]",450322,7.687,2017-11-22,6.6,323
24370,Marvel Rising: Secret Warriors,,,,,"[16, 28, 35, 878, 10770]",491633,7.683,2018-09-30,6.1,16
24371,Affairs of State,,,,,"[18, 53, 10749]",528998,7.664,2018-06-15,5.0,8
24372,Lake Placid: Legacy,,,,,"[27, 28, 878]",520466,7.663,2018-05-28,4.2,41
24373,Pokémon the Movie: The Power of Us,,,,,"[10751, 14, 16, 12]",494407,7.662,2018-07-31,6.5,33
24374,The Night Eats the World,,,,,"[27, 18, 53]",457955,7.652,2018-07-13,5.6,155
24375,Shame,FoxS,3900000.0,13800000,2011.0,"[10752, 18]",26372,7.642,1968-12-23,7.8,77
24376,Gemini,,,,,"[9648, 80, 18, 53]",412302,7.62,2018-03-30,5.6,59
24377,Stephanie,,,,,"[27, 14, 18, 9648]",333357,7.616,2017-04-27,5.6,87
24378,Forgive Us Our Debts,,,,,[18],519253,7.608,2018-05-04,6.2,173
24379,The White Crow,,,,,[18],477887,7.579,2019-04-26,6.4,8
24380,Not Cinderella's Type,,,,,[10749],486753,7.558,2018-02-20,6.9,27
24381,Take Your Pills,,,,,[99],502166,7.551,2018-03-09,6.9,70
24382,Higher Power,,,,,"[28, 878, 53]",513324,7.544,2018-05-11,4.9,43
24383,Malevolent,,,,,[27],481375,7.543,2018-10-05,5.0,236
24384,Piercing,,,,,"[53, 27]",440444,7.528,2019-02-01,5.9,38
24385,Asher,,,,,"[53, 28, 18]",529982,7.523,2018-12-07,6.3,29
24386,The Russian Five,,,,,[99],517686,7.493,2018-04-11,10.0,1
24387,S.M.A.R.T. Chase,,,,,"[28, 35, 12]",473920,7.493,2018-08-31,5.1,43
24388,Big Brother,,,,,"[28, 18, 35]",504056,7.487,2018-08-31,7.8,12
24389,St. Agatha,,,,,[27],502406,7.483,2019-02-08,5.2,40
24390,Holy Camp!,,,,,"[35, 10402, 10749]",426338,7.471,2018-01-09,7.0,209
24391,Tumbbad,,,,,"[27, 14]",538858,7.47,2018-09-21,7.6,42
24392,Scorched Earth,,,,,"[28, 878]",347111,7.469,2018-02-02,5.5,44
24393,In the Cloud,,,,,[53],503517,7.467,2018-02-08,4.5,10
24394,Relentless,,,,,[53],503420,7.457,2018-02-06,5.5,6
24395,Blade of the Immortal,Magn.,151000.0,,2017.0,"[28, 18]",426284,7.451,2017-11-03,6.5,194
24396,The Child in Time,,,,,"[10770, 18]",448565,7.451,2018-04-10,5.9,96
24397,Rafiki,,,,,"[18, 10749]",517987,7.44,2019-04-19,7.7,28
24398,The Standoff at Sparrow Creek,,,,,"[18, 53, 9648]",516630,7.426,2019-01-18,6.3,22
24399,Battle Drone,,,,,"[28, 878]",508648,7.425,2018-03-01,5.1,20
24400,Megalodon,,,,,"[28, 878, 27, 10770]",523931,7.423,2018-10-26,5.8,86
24401,The Clapper,,,,,[35],422615,7.405,2018-01-26,5.0,104
24402,Gone Are the Days,,,,,[37],514759,7.37,2018-03-16,6.4,15
24403,Autumn Sonata,,,,,[18],12761,7.363,1978-10-08,8.1,159
24404,Lizzie,,,,,"[80, 18, 53]",460071,7.361,2018-09-14,5.7,60
24405,Boundaries,,,,,"[35, 18]",447682,7.357,2018-06-22,6.3,14
24406,King Lear,,,,,[18],513427,7.334,2018-09-27,6.0,23
24407,My Dinner with Hervé,,,,,"[18, 10770]",463158,7.33,2018-10-20,6.5,41
24408,Frat Pack,,,,,[35],370187,7.321,2018-06-19,5.0,4
24409,All I See Is You,,,,,"[9648, 53]",345923,7.312,2017-10-27,4.9,311
24410,The Legacy of a Whitetail Deer Hunter,,,,,[35],311307,7.3,2018-03-10,5.3,48
24411,The Delinquent Season,,,,,"[18, 10749]",467915,7.298,2018-11-09,7.1,14
24412,Asylum of Fear,,,,,"[9648, 53, 27]",497327,7.295,2018-01-09,5.0,11
24413,The Seagull,,,,,"[18, 10749, 35]",341735,7.287,2018-05-11,5.8,25
24414,Tomb Invader,,,,,"[28, 12, 10770]",511343,7.281,2018-03-09,4.1,22
24415,Small Town Crime,,,,,"[53, 80, 9648]",412000,7.272,2018-01-19,6.6,97
24416,The Dawnseeker,,,,,[878],546391,7.271,2018-08-16,4.2,9
24417,You Shall Not Sleep,,,,,"[27, 53]",496212,7.249,2018-04-19,5.1,58
24418,Where Hands Touch,,,,,"[10752, 18, 10749]",426618,7.244,2018-09-14,7.8,43
24419,An Actor Prepares,Grav.,1700.0,,2018.0,"[35, 18]",434596,7.244,2018-08-31,6.5,10
24420,The Jurassic Games,,,,,"[878, 28, 27]",504982,7.244,2018-05-21,4.1,37
24421,Dark River,,,,,"[53, 18, 9648]",429195,7.243,2018-06-29,6.0,31
24422,The Party,,,,,"[35, 18]",415401,7.233,2018-02-16,6.4,229
24423,Lego DC Comics Super Heroes: The Flash,,,,,"[12, 16, 35, 10751, 878]",504997,7.208,2018-02-13,6.6,46
24424,May the Devil Take You,,,,,"[27, 53]",524738,7.18,2018-09-23,6.1,29
24425,Prodigy,,,,,"[53, 18, 878]",446827,7.178,2017-03-04,6.7,43
24426,The Polka King,,,,,[35],419472,7.165,2017-01-22,5.6,125
24427,Finding Your Feet,RAtt.,1400000.0,,2018.0,"[35, 18, 10749, 10402]",426030,7.161,2018-03-30,7.2,64
24428,Hellraiser: Judgment,,,,,[27],444149,7.125,2018-02-13,4.6,70
24429,First Match,,,,,[18],502122,7.123,2018-03-12,6.1,75
24430,Permission,,,,,"[35, 10749, 18]",390059,7.122,2018-02-09,4.8,69
24431,Another Soul,,,,,"[27, 53]",526295,7.119,2018-05-25,4.8,9
24432,Victor Crowley,,,,,"[35, 27]",472338,7.118,2017-08-22,5.7,44
24433,Ideal Home,,,,,"[18, 35]",399725,7.109,2018-06-29,6.6,69
24434,Damsel,,,,,"[35, 18, 37]",414018,7.086,2018-06-22,4.8,31
24435,Hannah Gadsby: Nanette,,,,,[35],529531,7.07,2018-06-19,8.4,112
24436,The Super,,,,,"[53, 27]",463022,7.042,2018-10-19,5.5,51
24437,Kill Game,,,,,[27],371003,7.041,2018-01-19,4.8,15
24438,Journey's End,,,,,"[18, 10752]",438259,7.039,2018-03-16,6.3,91
24439,The Happy Prince,SPC,466000.0,,2018.0,"[35, 18, 36]",427214,7.031,2018-10-05,6.8,70
24440,End Game,,,,,[99],510258,7.03,2018-01-21,7.5,33
24441,Hour of the Wolf,,,,,"[18, 27]",18333,7.021,1968-04-08,7.5,171
24442,The American Meme,,,,,[99],520370,7.018,2018-04-27,6.1,40
24443,Sharon 1.2.3.,,,,,"[10749, 35]",354083,7.013,2018-09-21,4.1,6
24444,The Long Dumb Road,,,,,[35],457243,6.995,2018-11-09,5.8,19
24445,Baja,,,,,[35],510095,6.975,2018-04-01,6.5,5
24446,Air Strike,,,,,"[18, 10752, 28, 12]",345934,6.971,2018-10-26,3.9,56
24447,Hover,,,,,[878],522882,6.966,2018-06-30,4.9,9
24448,The Appearance,,,,,"[27, 53]",524788,6.965,2018-06-27,5.3,15
24449,The Land of Steady Habits,,,,,"[18, 35]",452731,6.962,2018-09-14,5.6,64
24450,Thunder Road,,,,,"[18, 35]",502422,6.96,2018-03-12,7.0,82
24451,Winter Ridge,,,,,[53],443849,6.953,2018-09-18,5.6,10
24452,Edge of Fear,,,,,[53],539619,6.949,2018-08-01,5.0,27
24453,Stratton,,,,,"[28, 53]",348389,6.945,2018-01-05,4.9,124
24454,The Vault,,,,,"[27, 53]",416160,6.945,2017-09-01,4.7,187
24455,I Think We're Alone Now,,,,,"[878, 18, 9648]",451877,6.933,2018-09-14,6.1,78
24456,Extremity,,,,,[27],521509,6.929,2018-09-17,5.4,11
24457,Racer and the Jailbird,,,,,"[80, 53, 18]",414063,6.927,2017-10-21,6.2,84
24458,Violentia,,,,,"[18, 878, 18]",587928,6.91,2018-04-28,5.3,4
24459,Foxtrot,SPC,619000.0,,2018.0,[18],444431,6.902,2018-03-02,7.2,75
24460,High Voltage,,,,,"[27, 53]",550172,6.898,2018-10-19,4.6,6
24461,Zero,,,,,"[10749, 18, 35]",496076,6.889,2018-12-21,5.4,30
24462,Dragon Ball Super: Broly,,,,,"[28, 16, 14, 12, 35, 878]",503314,6.868,2019-01-16,7.4,721
24463,Robin Williams: Come Inside My Mind,,,,,"[99, 35]",493100,6.864,2018-01-19,8.0,58
24464,Before Someone Gets Hurt,,,,,[27],491132,6.848,2018-07-01,4.2,9
24465,How Long Will I Love U,WGUSA,747000.0,82100000,2018.0,"[35, 10749, 18, 9648]",522921,6.84,2018-05-17,7.4,11
24466,Wunderland,,,,,"[10752, 28]",480465,6.834,2018-02-19,4.3,10
24467,Puppet Master: The Littlest Reich,,,,,"[27, 35]",396321,6.827,2018-08-17,5.7,41
24468,The Cleaners,,,,,[99],492994,6.825,2018-01-19,7.4,20
24469,Godard Mon Amour,Cohen,82300.0,,2018.0,"[18, 10749, 35]",416186,6.823,2018-04-20,6.8,160
24470,The Assassin's Code,,,,,"[53, 28]",516321,6.817,2018-05-11,5.2,13
24471,The Spy Gone North,CJ,501000.0,,2018.0,"[18, 36]",517991,6.794,2018-08-17,7.3,33
24472,Father of the Year,,,,,[35],531949,6.794,2018-07-20,5.3,235
24473,Demon House,,,,,[99],474104,6.778,2018-03-16,5.4,48
24474,All Is True,,,,,[18],558095,6.777,2018-12-21,6.3,8
24475,Dracula in Love,,,,,"[27, 14]",535280,6.772,2018-07-11,5.0,7
24476,Woman Walks Ahead,,,,,"[18, 36, 37]",396373,6.77,2018-04-25,6.7,52
24477,Josie,,,,,"[53, 18]",414187,6.768,2018-03-16,5.2,21
24478,Half Magic,,,,,"[10749, 35]",345935,6.768,2018-02-23,5.2,16
24479,Burning Shadow,,,,,[53],467240,6.766,2018-08-07,6.7,8
24480,River Runs Red,,,,,[53],548754,6.745,2018-11-09,4.6,17
24481,Project Gutenberg,,,,,"[28, 80]",531384,6.744,2018-10-31,6.8,13
24482,No Escape Room,,,,,"[27, 53]",552660,6.742,2018-10-06,6.1,30
24483,Inside,,,,,"[27, 53]",365995,6.727,2018-01-12,4.7,88
24484,Donnybrook,,,,,"[18, 80]",504599,6.718,2019-02-15,6.3,9
24485,Boarding School,,,,,"[27, 9648]",531145,6.715,2018-08-31,6.2,59
24486,Her Smell,,,,,"[18, 10402]",520679,6.712,2019-04-12,6.6,15
24487,Sunday's Illness,,,,,[18],442811,6.687,2018-04-19,6.8,43
24488,Auntie Edna,,,,,"[16, 35, 10751, 878]",546728,6.682,2018-10-23,7.4,27
24489,The Wedding Do Over,,,,,"[10770, 10749]",502970,6.662,2018-02-03,5.1,7
24490,An Elephant Sitting Still,,,,,[18],499556,6.645,2018-03-08,8.6,28
24491,State Like Sleep,,,,,[18],340268,6.642,2019-01-04,4.7,8
24492,The 3rd Eye,,,,,"[27, 53]",480007,6.64,2018-09-28,5.5,26
24493,The Wild Boys,,,,,"[12, 14, 9648, 18]",474444,6.639,2018-08-24,6.7,54
24494,Monster Hunt 2,LGF,706000.0,361000000,2018.0,"[12, 35, 14]",497984,6.637,2018-02-14,6.3,14
24495,Devil's Tree: Rooted Evil,,,,,"[27, 53]",507892,6.637,2018-02-27,5.9,14
24496,Shirkers,,,,,[99],489994,6.633,2018-01-21,7.5,36
24497,Damascus Cover,,,,,"[53, 9648]",324538,6.624,2018-07-20,5.5,24
24498,Nazi Overlord,,,,,"[28, 27, 9648]",561546,6.611,2018-11-13,3.0,8
24499,Loveling,,,,,[18],490039,6.608,2018-01-18,8.0,25
24500,The Devil's Doorway,,,,,[27],524789,6.601,2018-07-13,4.9,50
24501,Dead Sexy,,,,,[35],532030,6.597,2018-01-07,2.0,4
24502,Anonymous 616,,,,,"[27, 53]",523519,6.581,2018-04-17,4.8,12
24503,Welcome Home,,,,,[53],525460,6.565,2018-11-16,5.5,62
24504,Rendel,,,,,"[14, 28, 80]",397852,6.556,2018-01-30,4.7,60
24505,Terrified,,,,,[27],489430,6.553,2018-09-21,6.4,111
24506,Alien Siege,,,,,[878],539498,6.545,2018-07-31,3.7,9
24507,The Party's Just Beginning,,,,,"[18, 35]",435557,6.539,2018-12-07,6.9,18
24508,Blood Brother,,,,,"[28, 80, 18, 53]",552858,6.537,2018-11-30,6.7,15
24509,Along Came the Devil,,,,,"[53, 27, 18]",409056,6.52,2018-08-10,4.9,16
24510,Manhunt,,,,,"[28, 53, 80]",372782,6.504,2018-05-04,5.2,40
24511,Ismael's Ghosts,Magn.,103000.0,,2018.0,"[18, 10749, 53, 9648]",429070,6.5,2018-03-23,5.7,82
24512,Separated At Birth,,,,,[53],461337,6.483,2018-02-09,5.5,14
24513,Kings,,,,,"[10749, 18, 80]",408873,6.477,2018-04-27,6.1,64
24514,Snake Outta Compton,,,,,"[878, 35, 27]",469715,6.465,2018-04-23,3.4,11
24515,Freaky Friday,,,,,"[10402, 10751, 14, 10770, 35]",505904,6.454,2018-08-10,5.4,36
24516,Cocaine Godmother,,,,,"[53, 18]",492258,6.439,2018-01-20,6.7,30
24517,Sweet Country,,,,,"[18, 36, 37]",468210,6.435,2018-04-06,6.8,67
24518,The Ninth Passenger,,,,,[27],434520,6.4,2018-07-18,4.5,11
24519,Triassic World,,,,,"[28, 27, 878]",531208,6.396,2018-06-19,5.2,6
24520,Christmas at the Palace,,,,,"[10749, 10770]",550023,6.391,2018-11-22,6.6,10
24521,Furlough,,,,,[35],502426,6.383,2018-03-16,5.6,26
24522,Don't Go,,,,,[9648],542202,6.378,2018-10-26,5.8,12
24523,5th Passenger,,,,,"[878, 10770]",352548,6.371,2018-05-30,4.9,16
24524,Pope Francis: A Man of His Word,,,,,[99],505205,6.367,2018-05-18,7.3,24
24525,The Other Woman,IFC,25400.0,427000,2011.0,"[18, 35, 10749]",499722,6.359,2018-04-30,4.9,60
24526,Madeline's Madeline,,,,,[18],468735,6.358,2018-08-10,6.6,27
24527,The Executioners,,,,,"[27, 53]",513224,6.355,2018-03-27,5.0,11
24528,American Nightmares,,,,,"[27, 35]",551554,6.337,2018-10-11,4.6,7
24529,Fauve,,,,,[18],504969,6.331,2018-01-18,7.8,55
24530,The Toybox,,,,,"[27, 53]",516784,6.33,2018-09-14,4.4,22
24531,I am Vengeance,,,,,[28],447957,6.327,2018-08-04,5.0,8
24532,Malevolence 3: Killer,,,,,[27],537943,6.325,2018-10-11,6.6,6
24533,As the Gods Will,,,,,"[53, 27, 35, 9648]",241863,6.292,2018-05-05,7.0,93
24534,The Last Witness,,,,,"[36, 53]",519956,6.284,2018-05-29,6.5,29
24535,Iliza Shlesinger: Elder Millennial,,,,,[35],535340,6.282,2018-07-24,7.3,32
24536,1985,,,,,[18],502220,6.278,2018-10-26,6.5,10
24537,Mercury 13,,,,,[99],511791,6.273,2018-04-08,6.8,13
24538,Welcome to Curiosity,,,,,[53],521926,6.271,2018-08-17,6.0,11
24539,You Might Be the Killer,,,,,"[27, 35, 9648]",548064,6.263,2018-09-21,6.2,27
24540,Supercon,,,,,[35],430011,6.253,2018-04-27,4.8,13
24541,Animal World,,,,,"[18, 28, 12, 53, 9648, 14]",518764,6.252,2018-06-13,6.9,34
24542,What They Had,BST,260000.0,,2018.0,[18],451919,6.252,2018-10-19,6.8,23
24543,White Orchid,,,,,"[18, 53]",471310,6.249,2018-02-01,6.0,9
24544,The Ranger,,,,,[27],503751,6.247,2018-03-12,4.9,24
24545,Headgame,,,,,[27],345921,6.246,2018-02-20,4.6,19
24546,Fanny & Alexander,,,,,"[14, 18, 9648]",5961,6.239,1983-06-17,7.8,282
24547,Ouija Seance: The Final Game,,,,,"[27, 10770]",533527,6.233,2018-07-03,4.1,11
24548,Anne,,,,,[27],512064,6.222,2019-03-07,2.0,9
24549,Whitney,,,,,"[99, 10402]",507256,6.218,2018-07-06,7.9,79
24550,Clara's Ghost,,,,,"[35, 18, 10751, 53]",489996,6.214,2018-12-06,7.0,4
24551,Final Portrait,SPC,462000.0,,2018.0,"[18, 35]",345317,6.212,2018-03-09,6.1,74
24552,The New Romantic,,,,,"[18, 35]",497864,6.203,2018-11-09,6.5,43
24553,Andover,,,,,"[35, 878, 10749]",396622,6.202,2018-05-04,5.7,16
24554,"Fireworks, Should We See It from the Side or the Bottom?",,,,,"[10749, 14, 10751, 16]",431819,6.201,2018-07-04,5.7,73
24555,Collider,,,,,[878],540970,6.2,2018-08-07,3.3,6
24556,Trouble Is My Business,,,,,"[12, 9648, 10749, 53]",513285,6.196,2018-04-03,7.8,6
24557,Come Sunday,,,,,[18],430446,6.187,2018-01-21,6.2,21
24558,Tempus Tormentum,,,,,"[27, 53]",519337,6.18,2018-04-17,5.2,9
24559,Rosy,,,,,"[35, 10749, 53]",391912,6.175,2018-07-17,5.4,14
24560,Apocalypse Rising,,,,,"[28, 878]",503579,6.156,2018-06-12,5.3,4
24561,14 Cameras,,,,,"[27, 53]",534235,6.153,2018-07-13,5.5,27
24562,The Ciambra,,,,,"[80, 18]",453270,6.152,2018-01-19,7.5,65
24563,The Nursery,,,,,"[27, 53]",518240,6.147,2018-06-15,3.8,5
24564,Parmanu: The Story of Pokhran,,,,,"[18, 28, 36]",465642,6.142,2018-05-25,7.3,25
24565,Heartbeats,IFC,68700.0,520000,2011.0,"[10402, 10749]",457308,6.127,2018-03-20,6.9,69
24566,Astro,,,,,"[878, 28, 53]",526475,6.126,2018-06-08,4.1,7
24567,Curse of the Witch's Doll,,,,,[27],503430,6.126,2018-02-06,3.3,8
24568,Where Is Kyra?,,,,,[18],385955,6.12,2018-04-06,6.2,22
24569,Goldstone,,,,,"[80, 53, 37]",393834,6.119,2018-03-02,6.1,43
24570,Peterloo,,,,,"[36, 18]",399440,6.117,2019-04-05,7.3,20
24571,Unbroken: Path to Redemption,,,,,[18],506680,6.115,2018-09-14,6.7,23
24572,Seth Rogen's Hilarity for Charity,,,,,[35],516525,6.111,2018-04-06,5.1,43
24573,Sgt. Stubby: An American Hero,,,,,"[16, 12, 10751, 36, 10752]",433694,6.107,2018-04-13,6.4,9
24574,The Campus,,,,,[27],517015,6.097,2018-01-26,4.4,5
24575,The Final Wish,,,,,[27],554739,6.097,2019-01-24,4.4,28
24576,Sawdust and Tinsel,,,,,[18],47721,6.095,2018-12-18,7.3,60
24577,Running for Grace,,,,,"[10751, 10749]",534344,6.082,2018-08-17,6.4,15
24578,Enter The Wild,,,,,[18],527427,6.079,2017-12-01,4.1,19
24579,We the Animals,,,,,[18],490000,6.078,2018-01-20,6.8,42
24580,Seven in Heaven,,,,,[27],500535,6.07,2018-10-05,6.1,27
24581,"Hale County This Morning, This Evening",,,,,[99],490785,6.069,2018-01-19,5.6,16
24582,Sadie,,,,,[18],502124,6.061,2018-10-12,7.6,6
24583,Hurricane Bianca: From Russia with Hate,,,,,[35],504331,6.061,2018-05-18,5.5,78
24584,Hidden Intentions,,,,,"[18, 53, 10770]",557587,6.049,2018-08-23,5.7,3
24585,Aiyaary,,,,,"[28, 53]",493620,6.047,2018-02-16,5.5,24
24586,"Signed, Sealed, Delivered: To the Altar",,,,,"[18, 35, 9648, 10770]",526089,6.046,2018-07-15,6.0,5
